extuserid,classcode,category,pe_category,attempt_end_index,category_type,classType
std_7dA9-BAsN_1706501842391_2,7dA9-BAsN,L1,l1pe,3,L,normal
std_Wa9U-iJ8P_1706506970901_2,Wa9U-iJ8P,L1,l1pe,3,L,normal
std_znqW-6jp3_1706508384702_79,znqW-6jp3,M4,m4pe,4,M,normal
std_K8fm-37xm_1706507023117_4,K8fm-37xm,L1,l1pe,3,L,normal
std_BNZH-y6Te_1706497688808_8,BNZH-y6Te,L1,l1pe,3,L,normal
std_fQPa-H8GB_1706511139600_45,fQPa-H8GB,L7,l7pe,3,L,normal
std_Xbn3-A8P9_1706511650642_72,Xbn3-A8P9,M2,m2pe,4,M,normal
std_haKy-qpRK_1706503581083_97,haKy-qpRK,H4,h4pe,4,H,normal
std_p6XN-CYtE_1732013318201_64,p6XN-CYtE,L8,l8pe,4,L,normal
std_ajPR-WKH2_1706499346093_97,ajPR-WKH2,H4,h4pe,4,H,normal
std_wm46-ALEg_1706498065140_32,wm46-ALEg,L3,l3pe,4,L,normal
std_876u-Cy6H_1706499133843_91,876u-Cy6H,H2,h2pe,4,H,normal
std_LTI_6rAq-Y74G_1758451352771_7,6rAq-Y74G,L2,l2pe,4,L,LTI
std_9Azn-vYy6_1706513837582_29,9Azn-vYy6,L3,l3pe,4,L,normal
std_LTI_Hxge-FW6a_1758451754276_16,Hxge-FW6a,L2,l2pe,4,L,LTI
std_LTI_rQA8-Zwxi_1758451335916_2,rQA8-Zwxi,L2,l2pe,4,L,LTI
std_nX9M-o7v2_1706502815397_58,nX9M-o7v2,L8,l8pe,4,L,normal
std_i32p-v2Pg_1706498636519_61,i32p-v2Pg,L9,l9pe,3,L,normal
std_LTI_ezF6-Ykv3_1758286608947_9,ezF6-Ykv3,M3,m3pe,4,M,LTI
std_vCHL-yGbr_1706502572499_45,vCHL-yGbr,L7,l7pe,3,L,normal
std_LTI_6cXB-r9pz_1758286279443_4,6cXB-r9pz,L2,l2pe,4,L,LTI
std_v8yF-b6V8_1706497643687_5,v8yF-b6V8,L1,l1pe,3,L,normal
std_na2k-mX98_1706513842735_30,na2k-mX98,L3,l3pe,4,L,normal
std_4zgk-nyU7_1706503627624_100,4zgk-nyU7,H6,h6pe,4,H,normal
std_ct8f-kuY9_1706511822569_83,ct8f-kuY9,M5,m5pe,4,M,normal
std_Af42-Z7JC_1732021561914_82,Af42-Z7JC,M2,m2pe,4,M,normal
std_4zgk-nyU7_1706503728581_100,4zgk-nyU7,H6,h6pe,4,H,normal
std_hamE-9Hkg_1706502307752_33,hamE-9Hkg,L3,l3pe,4,L,normal
std_ewt7-qy4R_1706511279149_53,ewt7-qy4R,L8,l8pe,4,L,normal
std_4m26-ZtWy_1706510427876_4,4m26-ZtWy,L1,l1pe,3,L,normal
std_LTI_u7Nx-L4pG_1758452055194_28,u7Nx-L4pG,M3,m3pe,4,M,LTI
std_H638-3mUv_1706510969639_36,H638-3mUv,L7,l7pe,3,L,normal
std_LTI_kCK3-C39V_1758286294966_1,kCK3-C39V,L2,l2pe,4,L,LTI
std_LTI_LWQm-A6wL_1758522630943_5,LWQm-A6wL,H5,h5pe,4,H,LTI
std_bdsB-Huc4_1706498057969_31,bdsB-Huc4,L3,l3pe,4,L,normal
std_LTI_ezF6-Ykv3_1758286371775_9,ezF6-Ykv3,M3,m3pe,4,M,LTI
std_fdDu-qdj7_1706514619205_73,fdDu-qdj7,M2,m2pe,4,M,normal
std_JC97-2nd9_1706514447768_64,JC97-2nd9,L9,l9pe,3,L,normal
std_v8yF-b6V8_1706497654495_5,v8yF-b6V8,L1,l1pe,3,L,normal
std_C4yw-8oUy_1706502872454_62,C4yw-8oUy,L9,l9pe,3,L,normal
std_ud62-g3n2_1706502365241_34,ud62-g3n2,L7,l7pe,3,L,normal
std_esZh-TJ3P_1706503152757_79,esZh-TJ3P,M4,m4pe,4,M,normal
std_6Z4w-W2jg_1732013940157_95,6Z4w-W2jg,M5,m5pe,4,M,normal
std_rQ6r-3r4q_1706514313354_56,rQ6r-3r4q,L8,l8pe,4,L,normal
std_ZE7m-grco_1706503109322_73,ZE7m-grco,M2,m2pe,4,M,normal
std_PJvU-onK7_1706497768297_15,PJvU-onK7,L1,l1pe,3,L,normal
std_LTI_ezF6-Ykv3_1758286690285_9,ezF6-Ykv3,M3,m3pe,4,M,LTI
std_v9pC-kizB_1706498562473_59,v9pC-kizB,L9,l9pe,3,L,normal
std_cJET-j2f7_1706502424980_37,cJET-j2f7,L7,l7pe,3,L,normal
std_T392-Dz2T_1706517565372_73,T392-Dz2T,M2,m2pe,4,M,normal
std_eAQ8-Y3nM_1732021858292_96,eAQ8-Y3nM,M5,m5pe,4,M,normal
std_rGxy-sX8C_1706521073228_84,rGxy-sX8C,M5,m5pe,4,M,normal
std_vdo6-tZAu_1706514131080_46,vdo6-tZAu,L7,l7pe,3,L,normal
std_ybfN-9kow_1706499346031_96,ybfN-9kow,H3,h3pe,4,H,normal
std_n2hr-9wmw_1706511528650_67,n2hr-9wmw,L9,l9pe,3,L,normal
std_LTI_6XUi-P6Ca_1758522566771_8,6XUi-P6Ca,H7,h7pe,3,H,LTI
std_B86v-2pao_1706516386705_8,B86v-2pao,L1,l1pe,3,L,normal
std_gXe2-who4_1706511047902_41,gXe2-who4,L7,l7pe,3,L,normal
std_fCnz-WfpG_1706498230668_41,fCnz-WfpG,L7,l7pe,3,L,normal
std_LTI_LWQm-A6wL_1758522552073_5,LWQm-A6wL,H5,h5pe,4,H,LTI
std_LTI_kCK3-C39V_1758286128835_1,kCK3-C39V,L2,l2pe,4,L,LTI
std_2Mp8-AhX9_1706514060769_43,2Mp8-AhX9,L7,l7pe,3,L,normal
std_LTI_GkZT-uv39_1758451609138_13,GkZT-uv39,L2,l2pe,4,L,LTI
std_TaCG-irkU_1706513502673_12,TaCG-irkU,L1,l1pe,3,L,normal
std_LTI_Ps7P-CA82_1758451753541_22,Ps7P-CA82,L2,l2pe,4,L,LTI
std_LTI_odUn-Y4by_1758451222084_4,odUn-Y4by,L2,l2pe,4,L,LTI
std_qdeT-4tso_1706514477194_65,qdeT-4tso,L9,l9pe,3,L,normal
std_LTI_RaL9-a3Bu_1758451734282_18,RaL9-a3Bu,L2,l2pe,4,L,LTI
std_LTI_sjVo-bitW_1758522614030_9,sjVo-bitW,H7,h7pe,3,H,LTI
std_fQPa-H8GB_1706511133237_45,fQPa-H8GB,L7,l7pe,3,L,normal
std_8P8z-Xruz_1706510967513_37,8P8z-Xruz,L7,l7pe,3,L,normal
std_2KEe-HFKQ_1732020199511_7,2KEe-HFKQ,H4,h4pe,4,H,normal
