extuserid,classcode,classid,invid,tchextuserid,category,category_type
s42_1736224550992_14,LPTB-j9pU,c28aceb9-e526-44c6-9ebf-2636e1ffe098,62308cca-58bd-4832-bfb9-ac1fd5c62dc6,tch_L1_20241114-143802_2,L1,L
s42_1735802233705_6,uLJD-62QY,1e0c6499-8ae4-4fe8-9dbb-4e824778fb5b,846ae8a2-0c31-40ef-ab1d-7b03007119e4,tch_M2_20241114-134749_10,M2,M
s42_1736225347655_54,9dXH-3pTU,2554351e-b34b-4890-8f27-98f3e1221cca,10bb7830-3e09-45c0-a02e-a75de3c33902,tch_L1_20241220-095811_2,L1,L
s42_1736224937004_30,ZtYV-kDbK,5d180093-9e6b-4470-88be-945940a4e6c1,b578f372-a99e-4482-9636-748bca1d7b2d,tch_L1_20241211-104452_2,L1,L
s42_1736224734653_20,g2W4-Vqjq,63df8e8e-b15c-4a56-9ae1-ead804ce09b2,4463b67f-ada1-431f-bf12-2027f0e740b9,tch_L1_20241114-161323_2,L1,L
s42_1735629988654_16,Tojt-32k6,961e722a-ad6a-443b-a1cb-52898d9ec97a,ef6312be-bd82-4f9c-b5c5-bbe5de6c7f9f,tch_L7_20241114-152217_7,L7,L
s42_1735630787737_56,HT62-B4sB,dd785555-c920-44e1-9fb9-1ac64bc9b0e8,fb3c39c3-f5ce-4f2b-b78d-1573c6189b2c,tch_L7_20241220-102523_7,L7,L
s42_1735810149165_14,68z6-N2Hy,75b55ecd-a969-423a-af51-6ae3bae35890,243690f3-cc07-485c-af11-c86c6b1dbeeb,tch_M5_20241119-125944_12,M5,M
s42_1735630568272_45,cCAX-Fg4c,00f856dd-cd84-4fae-bd8b-8222fcea02cc,09211934-4e16-4a73-92fa-fb0952d67a65,tch_L7_20241219-114559_6,L7,L
s42_1736227971691_44,u7KX-73nU,19c901a1-3270-4973-84a4-9b0300a2d7c0,4410977c-2b6c-4e64-a6c3-36e46974880e,tch_L2_20241211-114436_4,L2,L
s42_1735629672362_2,Ye6K-dcqg,3318b3da-91c2-4982-996a-338ffb338bd0,6c81ade1-9acc-41f4-ae59-fed99edd1ece,tch_L7_20241114-102050_7,L7,L
s42_1736228140231_52,7eDo-reo2,a3d3cdb6-2952-4a9c-872e-23c9aedfb985,c3640de1-d3f2-463e-93e7-f741fd20db3f,tch_L2_20241219-130914_4,L2,L
s42_1736227225471_8,K674-8jQs,45052894-1afc-4842-a870-6be0172a9748,bf647c5c-1602-4711-a62e-9c5cc3dbde16,tch_L2_20241114-122355_4,L2,L
s42_1735809713147_5,zHp9-JHGY,62e3edaf-9b0a-47a0-a202-2773078cd6b9,6a614ac0-b968-4e02-b567-34c855b2c09a,tch_M5_20241114-124601_12,M5,M
s42_1736228297067_56,7u8o-WqUc,e18bb181-5609-4779-a2ad-62f23923d2dd,e3eb4270-163a-4300-ba84-1c351aefddf9,tch_L2_20241220-102523_4,L2,L
s42_1736224796160_25,hDTq-c3aA,15c4a390-7abf-4e89-b151-2d5f5ad1122b,3a8163ae-c0c9-40ef-9cd9-287da986cd5f,tch_L1_20241119-123357_1,L1,L
s42_1735630087333_23,rn3p-eL27,7bf6ffd5-853f-4936-bdfe-f8f2aa4ece6f,22f88992-86ed-484e-97a5-20f104386832,tch_L7_20241118-102254_6,L7,L
s42_1736228138547_49,U3Xf-2VXY,1681159b-f961-4a71-8f81-336beca55789,0803f897-0942-417d-9b39-c28650e624c3,tch_L2_20241219-124752_3,L2,L
s42_1735799553750_21,zt9F-Ct8w,6708c4d5-5f59-4c2e-972b-d565d81bf1d4,6e520ac2-543c-43f1-8dea-762e10908561,tch_L9_20241219-111930_9,L9,L
s42_1735793299175_29,363b-ap8Q,adb2ec6c-caca-4efc-9a72-6cf42801280e,8348455a-859f-4ced-bed4-3bf9c70b1ff3,tch_L8_20241220-104739_8,L8,L
s42_1735629391463_31,7WkW-gt8N,26dd1c58-59a4-47bb-afc4-0018a27d30c6,4ce6cea5-4023-4dbd-8965-4177cb18fe6a,tch_L3_20241220-120126_5,L3,L
s42_1735809879781_8,UsVv-JDHA,a5310ff6-cc42-48ee-84d9-cc909edcfa6b,66a98ebb-26ad-441a-b6c5-eca79d492250,tch_M5_20241114-152217_12,M5,M
s42_1736227773745_33,X74A-3w9Q,a428a380-9d4f-4fb0-9197-ac75630dac3f,499e3aa8-b75e-4186-aa46-cec22a4cd14e,tch_L2_20241211-114436_3,L2,L
s42_1735802669083_14,LwbN-ZAqR,69e0accb-a19b-45d6-8e4c-76716c7e6cc6,09b24bc6-b242-4267-a182-3adabf27805b,tch_M2_20241119-125944_10,M2,M
s42_1736224323287_2,3L3b-4pEB,2ae8676d-4c03-4366-83a5-3ef82d3ae23c,98e723e5-7ee8-40e0-9119-5ecc5061b428,tch_L1_20241114-102050_2,L1,L
s42_1735630759427_51,hK3H-gy3W,345edadc-5ed8-4e3c-8d4f-bf25384cc935,ad8b1616-8254-41e3-9109-695580c62db0,tch_L7_20241219-130914_6,L7,L
s42_1735630354132_34,3r7y-HDGg,7fe58a4a-0ac3-4f3d-8c8a-77dd07feb1dc,f1ac942f-47f8-4997-9d78-195fde1e5aca,tch_L7_20241211-114436_7,L7,L
s42_1735808028284_15,bVCg-wznj,2175ac15-0541-4439-b267-e5e0a3befd1d,06eb4867-b7d5-479b-b636-f328048487f3,tch_M3_20241211-104452_11,M3,M
s42_1736225171003_44,V983-873n,883a437f-3bae-4661-abee-7f3ad003e099,42211e2a-3f0d-48a5-ac5e-7de35daf6d98,tch_L1_20241211-114436_1,L1,L
s42_1735630300289_29,3o28-PcFe,68941fa3-eb71-4410-9f4a-4a034bcb1555,2fd3c77f-25cd-4698-8a68-ff234e17555c,tch_L7_20241211-104452_7,L7,L
s42_1735630007853_15,mPmr-GdFo,7a27a596-4cca-4280-a4e4-acd08f69ece5,bc360bdd-10e7-443f-b11b-e13df9c48d67,tch_L7_20241114-152217_6,L7,L
s42_1735799659369_23,y9D7-m8op,80dee552-2927-40cb-acb4-47081dc60c7f,5ae517c8-1024-4cc6-bf3f-d66194e721c5,tch_L9_20241219-114559_9,L9,L
s42_1736229056443_11,9WEJ-C9Wg,8dbd30a2-fd96-4e8d-8ce5-1ae8e03b29f9,70cc065b-1827-40e1-ae2a-95e1c19e0981,tch_H1_20241118-095649_13,H1,H
s42_1736229553445_23,8wW7-aU23,21580b6b-fee8-42e3-91c8-4f56dfb0c2f5,8aaddae0-409f-440d-9355-66d0ff9c4609,tch_H1_20241219-114559_13,H1,H
s42_1736229566893_24,tqWp-wh82,4eb9be59-9f74-4599-8d6e-22f8dc1f3791,d01fc07c-b345-4bf1-b12a-df82429bfcaf,tch_H1_20241219-122125_13,H1,H
s42_1735807777317_10,3CiJ-b3TR,004cd98f-83a8-48b9-a1bc-0a13f772d635,5684432c-8286-4657-a2e6-5f9f0f0f8183,tch_M3_20241114-161323_11,M3,M
s42_1736229438051_21,7kmx-LvJU,fb8aad16-5c4e-4aaf-b72c-ab62b7427b63,c73c7e7b-8d53-4fe3-a8b8-59833eea6bc4,tch_H1_20241219-111930_13,H1,H
s42_1735629917024_12,Abp8-9XTv,b55978ec-e404-4a48-9b00-aea5e6c286cc,5a6bb9eb-ddb7-4cb4-a528-7ed7fe2aea54,tch_L7_20241114-134749_7,L7,L
s42_1735628904261_11,FG6E-v4fM,16060682-a72e-46b1-a1e8-b139b7aa508e,dfb25d41-1cad-4f8e-9e39-202bbf749d36,tch_L3_20241118-095649_5,L3,L
s42_1735629287681_25,wLRW-ck63,35bd4d6a-96c7-4a0f-928a-7644b82df5c3,6473d7ae-5df2-4d82-840e-829248d8e5bd,tch_L3_20241219-124752_5,L3,L
s42_1736227673311_27,97A9-L49E,24510031-0541-46b9-93cf-92f46ad60396,9758cc85-dee3-4c69-b2aa-4f1be53726d4,tch_L2_20241119-125944_4,L2,L
s42_1735809833345_8,UsVv-JDHA,a5310ff6-cc42-48ee-84d9-cc909edcfa6b,3d20d735-4e7b-4891-aefa-e51fafe7bb6a,tch_M5_20241114-152217_12,M5,M
s42_1736224294391_2,3L3b-4pEB,2ae8676d-4c03-4366-83a5-3ef82d3ae23c,2c1b9159-6865-4eb5-a3ac-2ca1f51adca7,tch_L1_20241114-102050_2,L1,L
s42_1736229716848_28,AfWr-mfiH,ab7a210a-dbdd-45c9-a6aa-485e5d3930ea,5f734b7e-2807-40e1-9263-84e0e4f7c3f4,tch_H1_20241220-102523_13,H1,H
s42_1735807647712_8,AXC8-eyi7,573fdbe1-58ef-461b-b2c4-47d52d2b1653,3710036c-8d61-4e53-9721-ff763d473766,tch_M3_20241114-152217_11,M3,M
s42_1736227981182_42,4Ri9-2exb,03e89487-928f-4080-848e-5f710dc86d72,9744e348-e11e-46c2-901d-caa4f1c6dbb5,tch_L2_20241219-111930_4,L2,L
s42_1735630287475_31,iG2K-WGUi,21548938-56ec-45e8-a96f-1b1f3fe43691,bdbe897a-d470-4fe7-b697-6d208a9e8425,tch_L7_20241211-111527_6,L7,L
s42_1735802141754_4,qrp4-8baH,9753f834-3388-43d6-82c7-0f5050a8e8cd,77b67219-a134-4c1b-b05e-f5543a5388b0,tch_M2_20241114-122355_10,M2,M
s42_1736227547502_24,zDdv-ie9h,9427ff41-6681-4d74-8bd5-2247bc5af497,0bf15ebe-18da-4777-8b15-cf7ddb1e2a3a,tch_L2_20241118-102254_4,L2,L
s42_1735808378772_22,bip7-3R6t,296e6b21-aac5-4f96-87d3-be1c90464495,73908ef4-2b11-47e2-958b-6b285e7bc4d5,tch_M3_20241211-114436_11,M3,M
s42_1735809839198_8,UsVv-JDHA,a5310ff6-cc42-48ee-84d9-cc909edcfa6b,b379c8fa-918f-450c-9880-5462cd3e19bc,tch_M5_20241114-152217_12,M5,M
s42_1735629026202_14,cUm9-By36,158ee4da-3706-425e-bdf8-fa6b8ac69256,4ec3e523-e7d4-4f7b-b351-668020ae504e,tch_L3_20241119-125944_5,L3,L
s42_1735798719216_3,cf3N-272X,951f91a5-5913-461e-8e94-68c5b5dc3ed9,9c94f570-d262-412e-879c-b2fc367eb533,tch_L9_20241114-112810_9,L9,L
s42_1735799510290_19,A3ps-BzxB,976f31f3-1c90-4aa6-b10f-693e1f38b16e,282d9ce2-4907-42d9-a434-f9aafe153972,tch_L9_20241219-101523_9,L9,L
s42_1736229271116_16,tyVu-ZFJ6,f1b21a4c-547c-4773-a5eb-0f9c4aea0228,7a35dfa9-cbfe-4635-92b8-deaab518a5eb,tch_H1_20241211-111527_13,H1,H
s42_1735792592730_14,B6H8-x94J,b3ef0cc6-daaa-460f-b93a-7d8aca387c46,0d876fc3-54b0-4242-af46-bbda85445c32,tch_L8_20241119-125944_8,L8,L
s42_1736229389575_20,cJ2G-3Tf6,0cee8130-ccda-4f23-8be9-8e512e81cfb9,d3633771-1e35-4d72-8e14-f16e79d8b588,tch_H1_20241219-105858_13,H1,H
s42_1735628974364_10,8Nf8-c9hg,d66a5665-6c5e-45b3-a180-faa367f3ce6a,cc611c5e-5f27-490b-9048-fb8db260f589,tch_L3_20241114-161323_5,L3,L
s42_1735629280449_29,V2Yn-N8G7,aefca5e5-2393-4e71-94c7-aeda190dd99c,140d9207-432b-47a0-bcbe-c6b9dabb3f18,tch_L3_20241220-104739_5,L3,L
s42_1736229867659_30,UW4c-H6U2,d9fff553-bc10-471b-83a8-695a02e15824,ecd63f42-ed59-4b77-8169-c8553f9c11f4,tch_H1_20241220-112940_13,H1,H
s42_1735810094560_13,eBuA-Ng4s,5c024f34-14e1-449d-8d7e-266241aa6e47,674c7398-e855-4953-8ade-6f251eb14362,tch_M5_20241119-123357_12,M5,M
s42_1735802265233_7,qmM9-7gGA,d40e712b-b399-44ec-a362-4d8c751d2bdc,8ca82e5c-8b66-4d64-8b2f-f700b0163226,tch_M2_20241114-143802_10,M2,M
s42_1735629773845_5,NgGv-uAx8,125dbd49-21cd-41a4-a479-cf5db9e39b7d,1e59467f-eb35-4281-b3f6-ee3f03eaf0cc,tch_L7_20241114-112810_6,L7,L
s42_1735809518209_2,hVw3-8r9F,ab362c97-2e16-409b-bd68-18689d9e1e8c,e3bc6a34-43fc-400a-a648-fd010c2df283,tch_M5_20241114-105717_12,M5,M
s42_1736225101552_41,LcTW-9Pkd,5eed470e-5e7f-4a52-9fa1-2b47cb3b7600,df560884-5c1e-4e65-a625-56c8988abd76,tch_L1_20241219-111930_1,L1,L
s42_1735629241332_23,NMyf-WxPd,ca65da71-395a-4cde-9683-2aa0cf7c56d6,534cb021-927b-4a94-abbb-278528891141,tch_L3_20241219-114559_5,L3,L
s42_1735629713767_4,a94o-BNZv,c6aa4dcb-d72c-4fe6-a916-02bdc9742b1b,c87300d9-5572-4117-89b2-edd750249634,tch_L7_20241114-105717_7,L7,L
s42_1735792736472_18,2zD3-LCR4,8d2d41be-77b3-452e-852e-cf5dd33d74b3,90340b8d-6982-44a1-92d8-ff750abaf54d,tch_L8_20241211-123805_8,L8,L
s42_1735809892595_9,Q6E3-eT8z,1309a9b5-7f38-45ef-b7c2-c485597414dd,9f67e3c0-d7c0-47a6-9e8a-38634c64d21b,tch_M5_20241114-154555_12,M5,M
s42_1735810854095_28,7w3E-PW4i,4d97e23f-746f-4855-ac1b-bb2409b13a05,7daa5fb3-526f-41f7-9c69-3d3b76a19608,tch_M5_20241220-102523_12,M5,M
s42_1736224812794_25,hDTq-c3aA,15c4a390-7abf-4e89-b151-2d5f5ad1122b,cbc0e87b-d414-4cde-a250-5c85a181062e,tch_L1_20241119-123357_1,L1,L
s42_1735803110204_22,4yEB-DgnP,bc0f2966-51d0-4c16-a5d6-5a452809ac6a,9b39ef4d-dbb6-42ec-a4b2-5b9a390d5e61,tch_M2_20241211-114436_10,M2,M
s42_1735799588754_20,F3Rj-u8Tf,8a5eca2d-bc19-4cd3-8de9-e84ab1807d35,616b0ac5-ac8c-45aa-b2f2-2802b37a8cb0,tch_L9_20241219-105858_9,L9,L
s42_1735629868831_7,W4He-HrE2,0a129bef-8d96-4d42-8c81-c0ac6b9c4838,dbb667f5-e5bb-4bbd-b2f6-474cc15eea2d,tch_L7_20241114-122355_6,L7,L
s42_1736229635789_26,pctw-N8jq,764072e9-8510-496d-8e2a-4d2f0a47bf84,d3c9fccc-7120-4b21-adbb-85c3e383dfde,tch_H1_20241219-130914_13,H1,H
s42_1735810473859_20,uP2a-zB24,e1e282a9-a772-42ff-8f48-e33a405cd308,b3587d2e-ed4a-4a76-8ffb-dada43f29e29,tch_M5_20241219-105858_12,M5,M
s42_1735810891795_29,BaD7-aMaK,31fd1481-4ba1-4218-9b83-1d82d30d9038,ca8020d0-a992-4969-b6d2-523e2fd7ff12,tch_M5_20241220-104739_12,M5,M
s42_1735630239181_30,Nnkm-rzLp,c0f74896-1433-44d5-8432-1d540b44799f,375e979d-7c15-4f91-9c66-8faa6feb01fb,tch_L7_20241211-104452_6,L7,L
s42_1736224514754_9,Uyq6-UakP,859ad61e-7afd-4458-ad8d-50f6f52022b8,c2fbfc7b-9d8b-4db2-94dc-4a989403b350,tch_L1_20241114-124601_1,L1,L
s42_1736225318498_51,YR78-pjA4,b7a9a250-f2be-49fe-9bc4-beef3c74d096,8b196277-4cfc-4b7c-9e26-448e74222196,tch_L1_20241219-130914_1,L1,L
s42_1735792689830_16,78s2-P7NJ,eb00be15-65d5-4c0c-85fa-5cb67ef19daa,3ea27141-cbde-4862-887a-dbfe980fb9c6,tch_L8_20241211-111527_8,L8,L
s42_1736224552709_13,MneL-oCWB,03ab42a5-cf5d-45a5-96bc-5df4b7f4b071,d61e8b20-8cc4-4d72-a262-9c6b596231bf,tch_L1_20241114-143802_1,L1,L
s42_1735802494817_10,PnW2-rF6n,6273625b-b015-4ad7-8142-faa6b48bf90c,4ad0bcb1-8d4e-4ad9-9c24-3f5b29114921,tch_M2_20241114-161323_10,M2,M
s42_1736228823528_5,4dEm-4fx4,687a450d-64dd-4053-842e-bae785245440,e7262405-2a57-405f-a643-d8d0faf5a045,tch_H1_20241114-124601_13,H1,H
s42_1736227867331_36,87Qm-L3rU,96f3e1f8-bf90-4f26-a65a-d6ba0d759893,2b09f00e-9a18-41e5-90ac-5578beab4c7a,tch_L2_20241211-123805_4,L2,L
s42_1735808589053_28,ZfD8-9T82,0784c813-a690-4ba7-9faf-9de897f86552,3096ef1f-d7db-45e1-8d7b-372560ee841c,tch_M3_20241220-102523_11,M3,M
s42_1735803238816_26,jr8E-Ao6D,0e9753b2-1dd9-4962-b2b2-7116f7bcc870,4112cdff-2e2e-46a8-950f-aed22c63dfaf,tch_M2_20241219-130914_10,M2,M
s42_1735629953390_14,VFqU-4cFg,e217d6ad-7b04-4ee0-bf46-22aa58ba8373,06edbb60-cd1b-4f10-a0b0-2735861f6195,tch_L7_20241114-143802_7,L7,L
s42_1736229479949_21,7kmx-LvJU,fb8aad16-5c4e-4aaf-b72c-ab62b7427b63,f9df82e4-1a74-4a8a-bfc7-8a825a18e628,tch_H1_20241219-111930_13,H1,H
s42_1736227431314_18,7R8W-w43U,67468997-cee2-4561-b545-915a4d0a55bc,32a87057-7a90-4c3f-88ea-669c70d6597a,tch_L2_20241114-154555_4,L2,L
s42_1735803525236_31,Ue79-VYMG,56c22e2d-ba8d-4573-b0c8-f11f1b341d5e,2af2e899-feaa-4c5b-ad1f-44e1c842b0cb,tch_M2_20241220-120126_10,M2,M
s42_1735628864656_9,sj7W-gW2C,a847ba22-e6c9-436e-a0f6-b53492d66afd,53a48c61-5d75-4f6e-b2da-17078a7103b0,tch_L3_20241114-154555_5,L3,L
s42_1735629702265_2,Ye6K-dcqg,3318b3da-91c2-4982-996a-338ffb338bd0,8a146fd7-d009-4497-8bc1-ae9f4bd10172,tch_L7_20241114-102050_7,L7,L
s42_1735800048655_29,y4VP-b2Bf,71a803b5-ea72-42e9-91f3-e978a73e7a3d,40873d44-0ad0-4d84-9e86-3c12c61bdfb2,tch_L9_20241220-104739_9,L9,L
s42_1736227616444_27,97A9-L49E,24510031-0541-46b9-93cf-92f46ad60396,cf644e14-51bf-4b58-9426-ecf5aa7dd62e,tch_L2_20241119-125944_4,L2,L
s42_1735628948861_12,y9C4-376U,9ec25c19-d4bd-43cd-a4df-f87efbeaa4ab,1b0cba08-495d-46f8-85b8-82a378557ac7,tch_L3_20241118-102254_5,L3,L
s42_1735629173473_21,xg4n-iR9i,fa519d96-cb29-40f8-88e4-15044ff9f730,1099509c-0c37-4de5-b40f-e10a8bd12a86,tch_L3_20241219-111930_5,L3,L
s42_1736228000754_47,nYnR-VEG6,98f9f19b-70e7-429e-a6e1-284975f60104,033a2c69-d89d-4f48-be5b-5a199f9a7903,tch_L2_20241219-122125_4,L2,L
s42_1735630887584_59,6H4x-KJML,24357161-fee3-40b1-aaaa-d3a39742cabe,0363ac0f-2920-48b9-b7e4-a5f2a43373be,tch_L7_20241220-112940_6,L7,L
s42_1735630579875_47,4Z4P-T3Y4,1c73ae8f-3f1c-42cc-ba98-45eda1dcbf82,ca1c5d2f-cb7d-4c2e-8baf-95b63af0e99d,tch_L7_20241219-122125_6,L7,L
s42_1736225500445_61,6p4b-7oW3,e6c01115-b56b-4ddf-b892-c7e42972d215,1f75bad0-b9d1-4420-bb35-40cb0f228138,tch_L1_20241220-120126_1,L1,L
s42_1736225085246_42,BUbi-2ZbN,ae01eb58-620a-4a35-9765-b2cd33e4fc7c,997e36f6-098f-4114-bae1-11c6b76b7c52,tch_L1_20241219-111930_2,L1,L
s42_1735628896473_6,8eEC-eY76,b77843a4-99fd-4b3f-aa0b-24664bb3fb41,667204ef-b707-4075-abd8-1f0d17dfad6f,tch_L3_20241114-134749_5,L3,L
s42_1736227685714_28,r4e9-3qUb,7ea3de25-4fc7-4b43-bd11-b5cddc55b995,33351a36-f3ad-4a0d-9429-6f2d7cf3aa74,tch_L2_20241119-125944_3,L2,L
s42_1736227942739_40,9PLb-MD6Y,02f21d4c-3b1c-4fdb-b2ff-961dbae94c81,d6c1cb29-8db7-4293-bafa-1fd83cd956f4,tch_L2_20241219-105858_4,L2,L
s42_1736228768701_4,R96w-9Bm3,17fdace6-7866-4a4d-9852-609e3292159c,00451d7c-96eb-473f-a937-ebb2b94a6c27,tch_H1_20241114-122355_13,H1,H
s42_1735799896466_28,t2up-qr9n,46440a74-0a17-4c21-9c75-74e3d37d5d53,6b94a0a3-f2f7-4237-91c2-bc77e085f34a,tch_L9_20241220-102523_9,L9,L
s42_1736228732149_2,ued2-Hw7t,5a99e5e8-9724-4351-9062-c495022042ea,eae01474-3f0a-46c2-9e75-f2e04e8f2512,tch_H1_20241114-105717_13,H1,H
s42_1735792370965_11,mcP8-j2WT,eb421090-2025-4291-9e92-0ba4a78bfce7,a9be42a7-5fd1-43c8-9517-30b6ed2e220d,tch_L8_20241118-095649_8,L8,L
s42_1735802069731_2,7epa-Faik,b758df83-322b-4482-869c-3f1b29de1a0a,e1cb185e-3a6f-4c56-8bd8-b814ef41dea4,tch_M2_20241114-105717_10,M2,M
s42_1735807663364_9,4Kbk-xUbN,015c9580-31cf-4ca8-93cc-d8198c5216b5,b615a1a1-cfb8-4ffb-bc2c-ff14460d78af,tch_M3_20241114-154555_11,M3,M
s42_1735810263910_15,YV34-x9wq,8d272cdc-dc5f-4587-89e5-4dda2f3a2fbc,a82b1dfa-7e05-44bc-a6ee-014a463e5c63,tch_M5_20241211-104452_12,M5,M
s42_1735802025392_2,7epa-Faik,b758df83-322b-4482-869c-3f1b29de1a0a,d7e36e03-dd08-48d9-b332-ae392ede9d5d,tch_M2_20241114-105717_10,M2,M
s42_1736229837430_29,yvQ7-fz3V,4dce42b3-b9c0-42fe-b194-1d3bfe4969ac,4519fdb2-5854-48f0-b767-73f4b7a404c9,tch_H1_20241220-104739_13,H1,H
s42_1735792156970_7,MoGQ-Ysy8,ac21cc71-9d6a-41aa-aa52-f48d8bc558c7,4895353f-4347-4fb4-acad-51316ef68670,tch_L8_20241114-143802_8,L8,L
s42_1736224609061_13,MneL-oCWB,03ab42a5-cf5d-45a5-96bc-5df4b7f4b071,2c90aa66-27a4-4f3e-a41e-95c8e20908ca,tch_L1_20241114-143802_1,L1,L
s42_1735792606075_15,F96c-RL8W,5528150f-7c6c-4194-b3ce-b5d124ae8efb,ca26fd56-31fc-4a7b-bceb-9fa9f48f5312,tch_L8_20241211-104452_8,L8,L
s42_1735630380790_36,MD2N-AoC9,ec6b27fa-9038-435f-8ad3-10541e37db11,65d30b44-1bf7-4c54-b4c9-52f3b7c5f429,tch_L7_20241211-123805_7,L7,L
s42_1735808077655_17,bip7-3R6t,296e6b21-aac5-4f96-87d3-be1c90464495,f1e25aed-d332-4370-b5e3-375aedb625ee,tch_M3_20241211-114436_11,M3,M
s42_1735629179578_25,wLRW-ck63,35bd4d6a-96c7-4a0f-928a-7644b82df5c3,96a508ba-fcca-4f06-81da-30f2f4275fdb,tch_L3_20241219-124752_5,L3,L
s42_1735629928434_12,Abp8-9XTv,b55978ec-e404-4a48-9b00-aea5e6c286cc,ad5c2833-26d8-436c-be1d-95f42b219843,tch_L7_20241114-134749_7,L7,L
s42_1736227523301_20,7H4Y-9e2r,5777f864-8dc6-44fe-acb9-3294009fdbb8,5a96be49-f8e9-4626-a2df-f78f55ac5cf6,tch_L2_20241114-161323_3,L2,L
s42_1736227685444_31,UD8f-v46y,93ad56e1-5f58-462e-8624-d5e29ee19a0e,038baa67-7dde-4f04-af28-dc3a326d1d00,tch_L2_20241211-111527_3,L2,L
s42_1736229372714_17,g286-wk7T,9789aad5-c1dc-4f16-b603-6e21b05e0ce6,34f73372-592c-48e4-8c8e-e457dead8914,tch_H1_20241211-114436_13,H1,H
s42_1736227734676_32,iv78-pryf,ae3a6011-ecc3-4d10-bab2-502f57846a37,2e6fd21e-6a67-4389-b6de-994a3affd40c,tch_L2_20241211-111527_4,L2,L
s42_1735629934488_14,VFqU-4cFg,e217d6ad-7b04-4ee0-bf46-22aa58ba8373,fc6d95f0-80bb-4906-987d-7ff3d0ce5f86,tch_L7_20241114-143802_7,L7,L
s42_1735628938166_10,8Nf8-c9hg,d66a5665-6c5e-45b3-a180-faa367f3ce6a,01a4c1f5-c31a-4807-b681-4fac748d0490,tch_L3_20241114-161323_5,L3,L
s42_1735802159256_3,HnfR-d93z,259c4068-bc41-4a0a-ab3e-5e8d26d8d03e,3a20a0a6-2bc7-4b9e-9f83-8de2ddcfd78b,tch_M2_20241114-112810_10,M2,M
s42_1735800003004_28,t2up-qr9n,46440a74-0a17-4c21-9c75-74e3d37d5d53,fb355081-2a95-4cfe-bddb-bdc5aa9d0d1d,tch_L9_20241220-102523_9,L9,L
s42_1735629169874_23,NMyf-WxPd,ca65da71-395a-4cde-9683-2aa0cf7c56d6,ae75cc01-3751-46e1-8b4b-53329456ac1d,tch_L3_20241219-114559_5,L3,L
s42_1735808066046_16,BhmF-A967,666de7ae-9dcd-429e-aa5e-be7d89cf4a0f,2962c813-ff09-4c08-a43f-bb06b0691736,tch_M3_20241211-111527_11,M3,M
s42_1736227565578_25,BuMR-7c26,84d9ea7d-6a3a-4240-88a4-2659d1b286ed,11d68bef-17f8-4784-b5c9-16cae53ce34d,tch_L2_20241119-123357_3,L2,L
s42_1735808746222_31,wVqb-pKmN,e98add03-61d9-4a40-a981-e7998af480e0,7107b3ee-7771-4d92-81a9-bc638f55d331,tch_M3_20241220-120126_11,M3,M
s42_1735808040290_17,bip7-3R6t,296e6b21-aac5-4f96-87d3-be1c90464495,f141a522-4863-41f0-b0a8-406427e6fac1,tch_M3_20241211-114436_11,M3,M
s42_1736227338073_10,6mTw-vga6,a7dee67d-ff8c-47e6-a1f7-162dbcd8bd0d,f48b8046-c556-40fa-a8bb-869b862008be,tch_L2_20241114-124601_4,L2,L
s42_1736224994634_32,3iCj-4ka9,b81ef590-fb67-4cce-893e-9c34ad8825bd,df0f8d44-5e8f-4a3e-99af-a6f070b67255,tch_L1_20241211-111527_2,L1,L
s42_1735629118605_18,uCm6-z7o7,14de1b73-8f3c-470e-8e78-d1ed99dd039f,1101bfac-626d-4947-8adb-f7247a5ff58b,tch_L3_20241211-123805_5,L3,L
s42_1735802199846_4,qrp4-8baH,9753f834-3388-43d6-82c7-0f5050a8e8cd,95c016d0-8d74-4887-8e30-4fef51591993,tch_M2_20241114-122355_10,M2,M
s42_1735629708820_1,6ZE8-7vpe,767f6e91-0b67-4c75-b72e-a7ce984aaba1,3ab50652-6df2-481c-ad7d-110bd27cc9e4,tch_L7_20241114-102050_6,L7,L
s42_1735629141035_19,q2px-E892,0fbf8c27-682b-4fa2-8b30-7db1f8df5c06,79b1e51f-53d6-4fd9-b55c-f941f93aae8b,tch_L3_20241219-101523_5,L3,L
s42_1735630381564_34,3r7y-HDGg,7fe58a4a-0ac3-4f3d-8c8a-77dd07feb1dc,dcc236df-b653-4e0d-9f3c-51fe0d8d666d,tch_L7_20241211-114436_7,L7,L
s42_1736227255843_8,K674-8jQs,45052894-1afc-4842-a870-6be0172a9748,18d4addf-920b-4a92-863e-91dc8fd50446,tch_L2_20241114-122355_4,L2,L
s42_1735802339309_8,soEK-e4BR,5858a44f-ef91-46ba-b1b0-1e607a3dfb47,25eac19b-151b-46ba-ae39-62f5fd079d4a,tch_M2_20241114-152217_10,M2,M
s42_1736225448010_56,9J2x-7Y69,8fc5e468-aed8-4021-b45a-6141be15fcab,fcbb9fe6-543e-42e4-bcb0-7a0dfc7ec610,tch_L1_20241220-102523_1,L1,L
s42_1736228175081_54,en39-34nY,9f6ee579-1e1d-45cb-8ac3-6a990d914cdc,3bb029ae-e463-4cd0-8111-c658f8a71a1e,tch_L2_20241220-095811_4,L2,L
s42_1735808351368_22,bip7-3R6t,296e6b21-aac5-4f96-87d3-be1c90464495,cfae47db-1306-4533-b748-cd7480100bb2,tch_M3_20241211-114436_11,M3,M
